nu(mhz) 233.0K

24.002 303961328.0
19.313 305493034.0
15.539 307439115.0
12.505 303746450.0
10.062 307756332.0
8.0956 309834803.2
6.5126 335822219.0
5.2431 307701809.7
4.2183 293538842.1
3.3924 271188456.0
2.7297 272740705.2
2.1975 278071650.0
1.7673 267374817.0
1.4235 256500465.0
1.144 246200240.0
0.9208 239711864.0
0.7409 224159295.0
0.59643 212102436.6
0.47968 207197776.0
