nu(mhz) 235.0K

10.001 56797679.2
8.141 61339178.6
8.141 57352530.9
6.6311 68147814.7
5.4012 72494906.4
4.397 76499006.0
3.5799 88280334.0
2.9144 92619632.0
2.3734 108120237.0
1.9342 111825773.0
1.5737 123977659.7
1.2826 138302758.0
1.044 157341240.0
0.85031 172230290.5
0.69233 187600660.1
0.56365 225662914.0
