180.2 -25.5169780666 3.82875399301e+15 1.56692635587e-20 1859.43216458
199.2 -25.567577173 4.30186293761e+15 1.56692635587e-20 1859.43216458
202.5 -25.5092303006 3.76105510689e+15 1.56692635587e-20 1859.43216458
205.0 -23.8510662063 8.2631493515e+13 1.56692635587e-20 1859.43216458
207.5 -22.1700010897 1.72218771071e+12 1.56692635587e-20 1859.43216458
209.5 -20.8395511779 80469364964.1 1.56692635587e-20 1859.43216458
215.0 -19.24122293 2029094745.09 1.56692635587e-20 1859.43216458
219.8 -17.902904143 93107258.4794 1.56692635587e-20 1859.43216458
224.8 -16.8540049236 8319252.76527 1.56692635587e-20 1859.43216458
230.0 -15.9498559569 1037373.98589 1.56692635587e-20 1859.43216458
240.0 -14.3344603832 25150.1036562 1.56692635587e-20 1859.43216458
245.0 -13.6303957719 4971.35947823 1.56692635587e-20 1859.43216458
250.0 -13.1417403063 1613.68849421 1.56692635587e-20 1859.43216458
255.0 -12.8666874047 856.577772943 1.56692635587e-20 1859.43216458
260.0 -12.5304180618 394.909387816 1.56692635587e-20 1859.43216458
270.1 -11.8981285293 92.0890357241 1.56692635587e-20 1859.43216458
280.0 -11.5235516435 38.8714767139 1.56692635587e-20 1859.43216458
300.0 -10.899783493 9.24406284093 1.56692635587e-20 1859.43216458
305.0 -10.818076057 7.6587069674 1.56692635587e-20 1859.43216458
310.0 -10.6992564524 5.82553543841 1.56692635587e-20 1859.43216458
325.0 -10.4466735586 3.25651403871 1.56692635587e-20 1859.43216458
330.0 -10.3375591877 2.5330197957 1.56692635587e-20 1859.43216458
383.0 -9.68947892517 0.569584708398 1.56692635587e-20 1859.43216458
245.0 -13.6072806661 4713.6796334 1.56692635587e-20 1859.43216458
