sqrtom 245.0K

11209.4219197 7.1667
9806.97290182 10.507
8578.3836658 14.923
7927.05091803 17.953
6203.08204211 27.309
7393.74614682 19.655
11209.4219197 6.6042
9806.97290182 9.3844
8578.3836658 13.502
7503.65778635 19.136
6564.68669358 28.257
5743.62569609 40.216
5024.39866324 58.516
4395.11375375 82.656
3843.73281216 116.95
3362.24731462 166.36
2942.70045882 226.57
2573.17326986 310.96
2251.49085585 408.34
1969.80157747 523.57
1722.07369218 638.93
1506.3146677 869.37
1318.5198302 1047.4
1152.72200845 1371.6
1008.86727963 1177.5
882.9951669 1875.4
771.14169063 3209.2
517.416894538 1086.3
