sqrtom 209.5K

295.675904267 589.264246562
349.600515725 503.200765533
411.522409577 404.373651295
485.458252069 286.372319332
573.355260961 146.089017279
675.246763318 -16.5294447372
797.092026219 -210.994034998
940.93763961 -440.571103509
1108.7687032 -708.428862092
1308.54639196 -1027.27331663
1544.27425781 -1403.49412123
1819.97439498 -1843.51052345
2147.61146546 -2366.41807971
2533.18320581 -2981.78915544
2988.67466157 -3708.7518391
3526.06963712 -4566.43223833
4159.34158549 -5577.1319326
4906.52876324 -6769.63991288
5787.54359574 -8175.73633663
6828.38852483 -9836.92100513
6828.38852483 -9836.92100513
8055.21288777 -11794.9281642
9503.39442544 -14106.2205579
11209.4219197 -16829.0341473
