sqrtom 215.0K

11209.4219197 0.39242
9631.12997991 0.51774
8274.91108578 0.67463
7110.08103642 0.98809
7110.08103642 0.94749
6107.1774415 1.314
5248.13977639 1.8298
4509.00554635 2.7348
3873.69373475 3.9137
3328.25114686 5.7009
2858.76531549 9.1716
2457.26292452 11.213
2109.65198089 18.516
1813.97468157 26.184
1558.26820343 37.64
1338.50194564 50.948
1150.70346816 76.505
988.895829301 115.05
849.040546907 172.42
729.18329207 225.52
627.288420942 273.16
537.395614305 359.23
461.478366559 609.36
397.551560451 656.79
341.610305334 630.15
251.713409729 411.58
