sqrtom 270.0K

1208.65238341 91.7104090247
1376.45620981 90.1486203637
1570.23806419 88.3450482439
1790.00289033 86.2996466526
2039.72399677 83.9754350967
2325.4162214 81.3164321017
2650.98901659 78.2862514989
3022.64449699 74.8271687858
3446.13530627 70.88564279
3929.6545051 66.3854188183
4479.01578109 61.2723875481
5106.32849573 55.4338443777
5821.532866 48.7772734297
6636.60309833 41.1912280213
6636.60309833 41.1912280213
7565.57553613 32.5450686885
8624.40419197 22.6903077805
9833.20592138 11.4397131136
11209.4219197 -1.36904451308
