sqrtom 245.0K

591.325245132 342.333694726
1722.07369218 296.030098643
1969.80157747 285.885762855
2251.49085585 274.350724623
2573.17326986 261.17798704
2942.70045882 246.046029314
3362.24731462 228.865790686
3843.73281216 209.14919496
4395.11375375 186.570414973
5024.39866324 160.801505587
5743.62569609 131.349510223
6203.08204211 112.534997482
6564.68669358 97.7274637927
7012.20019515 79.4020046929
7393.74614682 63.7778845103
7503.65778635 59.2770566073
7927.05091803 41.9393148622
8578.3836658 15.2675572782
8578.3836658 15.2675572782
9806.97290182 -35.0425712785
9806.97290182 -35.0425712785
11209.4219197 -92.4721729008
11209.4219197 -92.4721729008
