sqrtom 202.5K

11209.4219197 0.22255
9012.01715936 0.32097
7243.93887408 0.59921
7243.93887408 0.86458
11209.4219197 0.20723
4341.17334489 1.1725
3887.69883818 1.4397
3482.13885504 1.7152
3118.51153893 2.0406
2792.83838421 2.5171
2501.20809743 3.169
2239.50087651 3.9526
2005.77255744 5.0475
1795.99522303 5.8041
1608.21253819 7.3387
1440.3845974 9.4275
1290.56063834 10.782
1156.7213628 13.279
1034.84593238 17.008
926.944222031 21.426
924.976401471 20.838
873.012243763 33.693
825.095829606 28.66
779.134101714 27.649
735.18172345 32.412
695.226806834 32.511
657.262597909 40.657
621.30512288 43.001
585.344665975 45.261
553.380416623 58.087
523.399349821 69.392
493.449369449 98.433
467.464332114 81.844
441.501141317 76.449
415.533651377 106.04
393.556604578 140.04
371.59020481 116.46
351.589800383 128.84
331.605226227 184.93
313.649218642 138.71
295.675904267 205.32
279.654800635 147.49
263.70873133 219.33
249.713524389 253.28
235.703043014 250.59
221.743823495 217.53
209.757014456 222.57
197.769635023 262.21
187.747963749 190.48
177.790462746 372.45
