sqrtom 280.0K

249.713524389 29.2255948473
305.654514661 29.0984707686
373.580128009 28.9441120243
457.485412426 28.7534399979
557.374034494 28.5264463571
681.240510509 28.2449638241
833.053309926 27.8999741812
1016.86961111 27.4822576228
1242.61530219 26.9692578912
1516.31329199 26.3472881224
1851.93863287 25.5845904649
2263.47284045 24.6493923798
2762.86840615 23.5145322197
3376.23381659 22.1206792987
4123.3844644 20.4228037826
5036.38948902 18.3480295963
6151.1554688 15.8147602097
7513.61563996 12.7186138394
7513.61563996 12.7186138394
9177.82012398 8.93676334441
11209.4219197 4.32001442302
