sqrtom 219.8K

567.36798715 586.965337954
621.30512288 508.510503193
681.240510509 421.330847302
745.168773851 328.343311551
817.099302864 223.71599511
895.010220507 110.389840746
980.889477 -14.5267456885
1072.7959045 -148.210217855
1174.6970491 -296.431612133
1286.56221665 -459.146282039
1410.43230965 -639.322843997
1544.27425781 -834.004074004
1690.12559776 -1046.15369264
1851.93863287 -1281.52056483
2027.73678396 -1537.22963629
2221.52891752 -1819.11204644
2431.28729383 -2124.21832489
2663.04924029 -2461.33013046
2916.75040172 -2830.35385464
3194.45163641 -3234.28714078
3498.07138088 -3675.92047113
3831.69924541 -4161.20243186
4195.2900594 -4690.06731958
4594.86226879 -5271.2693289
5032.39572163 -5907.68826883
5511.8470223 -6605.07926041
6037.28067651 -7369.35437366
6610.65885132 -8203.36769956
7239.94786629 -9118.70673301
7239.94786629 -9118.70673301
7929.032235 -10121.0217346
8682.49142329 -11216.973815
