sqrtom 270.1K

275.694926796 68.0078730177
303.664333711 67.8700911723
335.62620009 67.7126418225
369.581067417 67.5453746261
407.548774499 67.3583395287
449.497930944 67.1516911644
495.450788253 66.9253199189
547.375533394 66.669530183
603.316838842 66.3939542181
663.262556822 66.0986518661
731.183940334 65.7640600891
807.118735161 65.3899929452
889.022991711 64.9865192625
980.889477 64.5339700214
1080.78997981 64.0418439039
1192.66521778 63.4907282944
1314.53475541 62.8903791399
1448.38872902 62.2309927056
1596.21254033 61.5027885797
1760.03864166 60.6957545717
1939.8452723 59.8099978784
2139.60950054 58.8259268148
2357.37694839 57.7531689647
2599.04838811 56.5626561646
2864.8030732 55.2535053827
3158.45109384 53.8069474953
3482.13885504 52.2124089624
3837.76167558 50.4605531356
4231.3043536 48.5218979263
4662.80024432 46.3962790213
5140.29952165 44.0440399551
5667.69661176 41.4459961514
6247.03867936 38.592062944
6886.34248258 35.4427484791
6886.34248258 35.4427484791
7591.52557745 31.9689019137
8368.5353219 28.1412255957
9225.61803735 23.9190968053
10168.6961111 19.2733408998
11209.4219197 14.1465563783
