sqrtom 325.0K

11209.4219197 1.8035
9631.12997991 1.8749
8274.91108578 1.917
7110.08103642 2.0424
7110.08103642 2.0294
6107.1774415 2.1678
5248.13977639 2.2084
4509.00554635 2.214
3873.69373475 2.2427
3328.25114686 2.2909
2858.76531549 2.3671
2457.26292452 2.4167
2109.65198089 2.4625
1813.97468157 2.4947
1558.26820343 2.4716
1338.50194564 2.5168
1150.70346816 2.5609
988.895829301 2.5378
849.040546907 2.5339
729.18329207 2.5851
627.288420942 2.5455
537.395614305 2.5533
461.478366559 2.5419
397.551560451 2.5802
341.610305334 2.5616
293.660890043 2.5885
251.713409729 2.5695
215.759402903 2.5714
185.781574784 2.5728
159.772730045 2.6201
137.832648871 2.6177
