sqrtom 240.0K

11209.4219197 4.0684
9916.87533591 5.4344
8772.12462617 7.3337
7759.34060143 10.039
7759.34060143 10.399
6864.36388707 14.26
6073.23494595 19.903
5372.02663023 27.943
4752.68883679 39.108
4203.29498908 54.914
3719.87351962 77.673
3290.37332271 108.5
2910.71246746 152.38
2575.1259723 210.42
2277.46181152 288.33
2013.76032067 392.93
1782.01702744 544.74
1576.24870056 648.21
1394.43800759 643.59
1234.62575525 527.28
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
1090.77218967 2971.4
