sqrtom 260.0K

11209.4219197 18.018
9737.21039545 24.6
8458.52416754 34.524
7347.79931051 44.095
7347.79931051 45.534
6382.90139112 57.075
5545.82654603 75.186
4816.64130159 93.976
4185.31866384 116.34
3635.90729892 134.55
3158.45109384 151.07
2742.89738904 175.34
2383.34086462 187.89
2069.69186475 208.22
1798.00570195 230.36
1562.25494101 232.27
1356.47735595 249.25
1178.67514747 252.7
1024.87076639 253.29
889.022991711 259.2
773.135348971 275.29
671.252400181 282.17
583.333923821 297.87
507.41735043 293.57
439.511375375 318.2
381.567778957 307.75
331.63364669 309.25
287.684057372 307.63
249.713524389 308.9
