sqrtom 224.8K

889.022991711 551.935395015
980.889477 460.16341104
1080.78997981 360.365673986
1192.66521778 248.605519959
1314.53475541 126.861347212
1448.38872902 -6.85493335278
1596.21254033 -154.526681106
1760.03864166 -318.184257627
1939.8452723 -497.805924588
2139.60950054 -697.364659149
2357.37694839 -914.908093743
2599.04838811 -1156.33093063
2864.8030732 -1421.81223891
3158.45109384 -1715.15818939
3482.13885504 -2038.51297912
3837.76167558 -2393.76997719
4231.3043536 -2786.90782531
4662.80024432 -3217.95984437
5140.29952165 -3694.96792724
5667.69661176 -4221.82249394
6247.03867936 -4800.56860333
6886.34248258 -5439.21476683
6886.34248258 -5439.21476683
7591.52557745 -6143.67245319
8368.5353219 -6919.88290243
9225.61803735 -7776.08395311
10168.6961111 -8718.19190032
11209.4219197 -9757.84713393
