sqrtom 180.2K

177.790462746 163.333968793
219.755687687 148.346456122
273.69350601 129.083036549
341.610305334 104.827146301
423.531176343 75.5698244607
527.411506069 38.4698742005
657.262597909 -7.90530636722
817.099302864 -64.9895861267
1016.86961111 -136.335802672
1264.59334348 -224.808164798
1572.23750227 -334.680582598
1955.8126738 -471.671096802
2433.28930511 -642.197695232
3026.59145894 -854.090364945
3763.78394619 -1117.37220744
4682.76806195 -1445.57933842
5823.52923024 -1852.99220199
7243.93887408 -2360.2790702
9012.01715936 -2991.73274977
11209.4219197 -3776.51662101
