sqrtom 202.5K

177.790462746 241.774207254
187.747963749 237.36687808
197.769635023 232.931146246
209.757014456 227.625364497
221.743823495 222.319835211
235.703043014 216.141289468
249.713524389 209.940054511
263.70873133 203.745580231
279.654800635 196.687626991
295.675904267 189.59646251
313.649218642 181.641222257
331.605226227 173.693642231
351.589800383 164.848190276
371.59020481 155.995731622
393.556604578 146.27309594
415.533651377 136.545747734
441.501141317 125.052173598
467.464332114 113.560502322
493.449369449 102.059161463
523.399349821 88.8028813765
553.380416623 75.5328420014
585.344665975 61.3850182994
621.30512288 45.4684172581
657.262597909 29.553136037
695.226806834 12.7496463343
735.18172345 -4.93495842747
779.134101714 -24.388895609
825.095829606 -44.7321990315
873.012243763 -65.9406739265
924.976401471 -88.940736714
926.944222031 -89.8117216088
1034.84593238 -137.570527338
1156.7213628 -191.514296961
1290.56063834 -250.753431714
1440.3845974 -317.067610901
1608.21253819 -391.35060414
1795.99522303 -474.465846111
2005.77255744 -567.316227522
2239.50087651 -670.767649637
2501.20809743 -786.602924923
2792.83838421 -915.682567558
3118.51153893 -1059.83005954
3482.13885504 -1220.77659406
3887.69883818 -1400.28311331
4341.17334489 -1600.99727067
7243.93887408 -2885.80188165
7243.93887408 -2885.80188165
9012.01715936 -3668.37805278
11209.4219197 -4640.98012479
11209.4219197 -4640.98012479
