sqrtom 310.0K

11209.4219197 3.0209
9631.12997991 3.1987
8274.91108578 3.295
7110.08103642 3.5694
7110.08103642 3.5206
6107.1774415 3.7055
5248.13977639 3.8208
4509.00554635 3.8461
3873.69373475 3.8335
3328.25114686 3.9521
2858.76531549 4.1052
2457.26292452 4.2121
2109.65198089 4.2428
1813.97468157 4.3034
1558.26820343 4.3218
1338.50194564 4.3598
1150.70346816 4.336
988.895829301 4.3967
849.040546907 4.4433
729.18329207 4.3625
627.288420942 4.4477
537.395614305 4.4678
461.478366559 4.3718
397.551560451 4.494
341.610305334 4.4541
293.660890043 4.5238
251.713409729 4.5076
215.759402903 4.5236
185.781574784 4.4464
159.772730045 4.5279
137.832648871 4.4662
