sqrtom 255.0K

137.832648871 639.258740712
159.772730045 636.222709459
185.781574784 632.623649599
215.759402903 628.475368545
251.713409729 623.500114008
293.660890043 617.695492766
341.610305334 611.060333934
397.551560451 603.319277849
461.478366559 594.473194751
537.395614305 583.967894658
627.288420942 571.528680408
729.18329207 557.428640813
849.040546907 540.842997
988.895829301 521.490060022
1150.70346816 499.099393157
1338.50194564 473.112158088
1558.26820343 442.701275753
1813.97468157 407.31704663
2109.65198089 366.401723006
2457.26292452 318.299909692
2858.76531549 262.740689217
3328.25114686 197.774035467
3873.69373475 122.296614466
4509.00554635 34.3832425805
5248.13977639 -67.8968996312
6107.1774415 -186.769075997
7110.08103642 -325.549175935
8274.91108578 -486.736384237
8274.91108578 -486.736384237
9631.12997991 -674.407656547
11209.4219197 -892.809020585
