sqrtom 305.0K

11209.4219197 3.8779
9631.12997991 4.0932
8274.91108578 4.199
7110.08103642 4.7807
7110.08103642 4.7286
6107.1774415 4.9974
5248.13977639 5.0328
4509.00554635 4.8831
3873.69373475 5.0346
3328.25114686 5.244
2858.76531549 5.3971
2457.26292452 5.4604
2109.65198089 5.5411
1813.97468157 5.6073
1558.26820343 5.6993
1338.50194564 5.6235
1150.70346816 5.7488
988.895829301 5.6646
849.040546907 5.9029
729.18329207 6.0117
627.288420942 5.8946
537.395614305 5.7535
461.478366559 5.6816
397.551560451 5.8542
341.610305334 5.8526
293.660890043 5.7335
251.713409729 5.9667
215.759402903 5.967
185.781574784 5.8619
159.772730045 5.8041
137.832648871 5.6657
