sqrtom 250.0K

797.092026219 599.372754802
940.93763961 576.901408655
1108.7687032 550.683091425
1308.54639196 519.474120288
1544.27425781 482.649066364
1819.97439498 439.579604119
2147.61146546 388.396631989
2533.18320581 328.163192557
2988.67466157 257.006999971
3526.06963712 173.055962268
4159.34158549 74.1271675616
4906.52876324 -42.5972935573
5787.54359574 -180.228110339
6828.38852483 -342.827345277
6828.38852483 -342.827345277
8055.21288777 -534.480008647
9503.39442544 -760.712758113
11209.4219197 -1027.22581649
