sqrtom 215.0K

251.713409729 550.987464523
341.610305334 507.660622766
397.551560451 480.699092094
461.478366559 449.888833368
537.395614305 413.299643523
627.288420942 369.974772491
729.18329207 320.865368572
849.040546907 263.098787437
988.895829301 195.693927142
1150.70346816 117.708876416
1338.50194564 27.1972423776
1558.26820343 -78.7216306884
1813.97468157 -201.96230591
2109.65198089 -344.467377669
2457.26292452 -512.002466017
2858.76531549 -705.511156632
3328.25114686 -931.785247478
3873.69373475 -1194.66756988
4509.00554635 -1500.86339725
5248.13977639 -1857.09763211
6107.1774415 -2271.1207052
7110.08103642 -2754.48161619
7110.08103642 -2754.48161619
8274.91108578 -3315.88484245
9631.12997991 -3969.5301215
11209.4219197 -4730.20605653
