sqrtom 199.2K

249.713524389 83.2772331887
305.654514661 71.3959368607
373.580128009 56.9692287076
457.485412426 39.148601243
557.374034494 17.933275722
681.240510509 -8.37470165705
833.053309926 -40.6181933699
1016.86961111 -79.6589027618
1242.61530219 -127.604987331
1516.31329199 -185.735651542
1851.93863287 -257.019054121
2263.47284045 -344.42472652
2762.86840615 -450.491256126
3376.23381659 -580.763819471
4123.3844644 -739.451004039
5036.38948902 -933.363968284
6151.1554688 -1170.12890358
7513.61563996 -1459.50156127
7513.61563996 -1459.50156127
9177.82012398 -1812.96163641
11209.4219197 -2244.45315698
