nu(mhz) 270.0K

19.998 183435654.6
15.133 143657569.0
11.452 111173725.6
8.6631 84733781.1
6.5574 72315007.2
4.9587 58319270.7
3.7539 41904785.7
2.8387 32131245.3
2.1482 26244559.4
1.6261 20259579.9
1.2308 15541311.6
0.93154 11763487.12
0.70432 9654114.24
0.53297 7032006.18
0.40349 5591564.42
0.30506 4012759.24
0.23097 3087606.96
0.17441 2323315.61
0.13208 1792061.44
0.10011 1381718.22
