nu(mhz) 215.0K

19.998 475592436.0
15.389 504343697.0
11.838 520149882.0
9.1097 568071782.3
7.0099 586616471.6
7.0099 585046254.0
5.3938 602055956.0
4.1499 626468904.0
3.1929 672201237.0
2.4577 673090299.0
1.8901 703495220.0
1.4541 669700296.0
1.1185 739887750.0
0.86064 699476553.6
0.66216 678714000.0
0.50995 480021034.5
0.39242 737396422.0
0.30154 532941796.0
