nu(mhz) 220.0K

19.998 590160978.0
16.457 603379448.0
13.546 631717710.0
11.146 647203636.0
9.1723 662661985.8
9.1723 645087859.0
7.5474 673122416.4
6.2111 690922764.0
5.1125 723112000.0
4.2053 728400013.0
3.4603 759328232.0
2.8495 780706010.0
2.3441 754565790.0
1.9298 733883642.0
1.5877 752982602.0
1.3062 760469640.0
1.0751 738400182.0
