nu(mhz) 335.0K

19.998 8473952.52
13.406 5650360.88
8.985 3550512.6
6.0219 2483612.217
4.037 1623479.55
2.706 1096227.66
1.8142 754162.94
1.2149 499032.324
0.8154 332202.114
0.54585 224802.864
